symptoms,disease,treatment,medicines,prevention,severity,age_group,consultation_needed,specialist_required,confidence_score,symptom_count
"I have been having sneezing, runny nose, nasal congestion, cough, fatigue for a few days",Common Cold,Saline nasal rinse | Rest | Throat lozenges | Use humidifier,Dextromethorphan 15mg | Paracetamol 500mg | Zinc lozenges 10mg,Wash hands frequently | Get adequate sleep | Boost immune system,Severe,Adult,routine,General Practitioner,90,5
"I'm suffering from sleep problems, loss of interest, fatigue, persistent sadness, appetite changes",Depression,Support groups | Regular exercise | Psychotherapy | Antidepressant medications,Fluoxetine 40mg | Mirtazapine 30mg | Venlafaxine 150mg,Manage stress | Get adequate sleep | Regular exercise,Severe,Child,within_week,Psychiatrist,95,5
"I've noticed appetite changes, sleep problems, fatigue, persistent sadness, loss of interest recently",Depression,Antidepressant medications | Regular exercise | Psychotherapy | Support groups,Fluoxetine 40mg | Venlafaxine 150mg | Mirtazapine 30mg,Regular exercise | Manage stress | Get adequate sleep,Severe,All Ages,within_week,Psychiatrist,95,5
"I have been having fatigue, persistent sadness, sleep problems, appetite changes, loss of interest for a few days",Depression,Psychotherapy | Regular exercise | Support groups | Antidepressant medications,Fluoxetine 40mg | Sertraline 100mg | Venlafaxine 150mg,Get adequate sleep | Manage stress | Regular exercise,Severe,Child,within_week,Psychiatrist,95,5
"I feel loss of interest, persistent sadness, sleep problems, fatigue",Depression,Regular exercise | Support groups | Psychotherapy | Antidepressant medications,Mirtazapine 30mg | Fluoxetine 40mg | Sertraline 100mg,Manage stress | Get adequate sleep | Maintain social connections,Moderate,Elderly,within_week,Psychiatrist,87,4
"I have been having loss of interest, persistent sadness, sleep problems for a few days",Depression,Regular exercise | Psychotherapy | Support groups | Antidepressant medications,Fluoxetine 40mg | Venlafaxine 150mg | Mirtazapine 30mg,Maintain social connections | Manage stress | Regular exercise,Moderate,All Ages,within_week,Psychiatrist,94,3
"I feel loss of interest, appetite changes, fatigue",Depression,Support groups | Regular exercise | Psychotherapy | Antidepressant medications,Venlafaxine 150mg | Fluoxetine 40mg | Mirtazapine 30mg,Manage stress | Regular exercise | Get adequate sleep,Moderate,Adult,within_week,Psychiatrist,90,3
"I feel appetite changes, loss of interest, sleep problems, fatigue, persistent sadness",Depression,Regular exercise | Psychotherapy | Support groups | Antidepressant medications,Sertraline 100mg | Venlafaxine 150mg | Mirtazapine 30mg,Manage stress | Maintain social connections | Regular exercise,Severe,Adult,within_week,Psychiatrist,95,5
"I am experiencing persistent sadness, fatigue, sleep problems, appetite changes",Depression,Regular exercise | Antidepressant medications | Psychotherapy | Support groups,Venlafaxine 150mg | Fluoxetine 40mg | Sertraline 100mg,Regular exercise | Get adequate sleep | Manage stress,Moderate,All Ages,within_week,Psychiatrist,87,4
"I have been having loss of interest, persistent sadness, fatigue, appetite changes, sleep problems for a few days",Depression,Psychotherapy | Support groups | Antidepressant medications | Regular exercise,Mirtazapine 30mg | Sertraline 100mg | Venlafaxine 150mg,Manage stress | Regular exercise | Get adequate sleep,Severe,Child,within_week,Psychiatrist,95,5
"I feel appetite changes, persistent sadness, fatigue",Depression,Support groups | Regular exercise | Psychotherapy | Antidepressant medications,Fluoxetine 40mg | Mirtazapine 30mg | Sertraline 100mg,Regular exercise | Maintain social connections | Get adequate sleep,Mild,Child,within_week,Psychiatrist,94,3
"I have been having sleep problems, fatigue, loss of interest for a few days",Depression,Support groups | Psychotherapy | Antidepressant medications | Regular exercise,Mirtazapine 30mg | Fluoxetine 40mg | Sertraline 100mg,Get adequate sleep | Manage stress | Regular exercise,Moderate,Adult,within_week,Psychiatrist,84,3
"I've noticed appetite changes, loss of interest, sleep problems, fatigue recently",Depression,Antidepressant medications | Psychotherapy | Support groups | Regular exercise,Mirtazapine 30mg | Fluoxetine 40mg | Sertraline 100mg,Maintain social connections | Manage stress | Regular exercise,Moderate,Elderly,within_week,Psychiatrist,95,4
"I'm suffering from loss of interest, fatigue, appetite changes, persistent sadness",Depression,Support groups | Regular exercise | Antidepressant medications | Psychotherapy,Mirtazapine 30mg | Sertraline 100mg | Venlafaxine 150mg,Regular exercise | Manage stress | Get adequate sleep,Moderate,Child,within_week,Psychiatrist,89,4
"I have been having persistent sadness, loss of interest, fatigue for a few days",Depression,Psychotherapy | Antidepressant medications | Regular exercise | Support groups,Mirtazapine 30mg | Fluoxetine 40mg | Sertraline 100mg,Manage stress | Maintain social connections | Get adequate sleep,Moderate,Elderly,within_week,Psychiatrist,86,3
"I've noticed sleep problems, loss of interest, fatigue, persistent sadness, appetite changes recently",Depression,Psychotherapy | Antidepressant medications | Regular exercise | Support groups,Venlafaxine 150mg | Sertraline 100mg | Fluoxetine 40mg,Maintain social connections | Regular exercise | Get adequate sleep,Severe,All Ages,within_week,Psychiatrist,92,5
"I feel fatigue, appetite changes, persistent sadness, sleep problems, loss of interest",Depression,Regular exercise | Support groups | Psychotherapy | Antidepressant medications,Mirtazapine 30mg | Venlafaxine 150mg | Sertraline 100mg,Regular exercise | Maintain social connections | Get adequate sleep,Severe,Child,within_week,Psychiatrist,90,5
"I feel appetite changes, fatigue, loss of interest",Depression,Antidepressant medications | Psychotherapy | Regular exercise | Support groups,Venlafaxine 150mg | Mirtazapine 30mg | Fluoxetine 40mg,Regular exercise | Manage stress | Get adequate sleep,Moderate,Elderly,within_week,Psychiatrist,81,3
"I'm suffering from persistent sadness, fatigue, appetite changes, sleep problems",Depression,Antidepressant medications | Psychotherapy | Regular exercise | Support groups,Mirtazapine 30mg | Sertraline 100mg | Venlafaxine 150mg,Get adequate sleep | Regular exercise | Manage stress,Severe,Adult,within_week,Psychiatrist,95,4
"I'm suffering from loss of interest, appetite changes, persistent sadness",Depression,Antidepressant medications | Regular exercise | Psychotherapy | Support groups,Venlafaxine 150mg | Sertraline 100mg | Mirtazapine 30mg,Regular exercise | Get adequate sleep | Maintain social connections,Moderate,Elderly,within_week,Psychiatrist,80,3
"I have been having sleep problems, fatigue, loss of interest, appetite changes for a few days",Depression,Psychotherapy | Regular exercise | Support groups | Antidepressant medications,Venlafaxine 150mg | Mirtazapine 30mg | Sertraline 100mg,Regular exercise | Maintain social connections | Manage stress,Moderate,Child,within_week,Psychiatrist,95,4
"I have been having sleep problems, loss of interest, fatigue, appetite changes, persistent sadness for a few days",Depression,Regular exercise | Antidepressant medications | Psychotherapy | Support groups,Fluoxetine 40mg | Sertraline 100mg | Venlafaxine 150mg,Get adequate sleep | Maintain social connections | Regular exercise,Severe,Adult,within_week,Psychiatrist,95,5
"I've noticed loss of interest, appetite changes, persistent sadness, fatigue, sleep problems recently",Depression,Support groups | Antidepressant medications | Psychotherapy | Regular exercise,Mirtazapine 30mg | Sertraline 100mg | Fluoxetine 40mg,Manage stress | Regular exercise | Maintain social connections,Severe,All Ages,within_week,Psychiatrist,93,5
"I am experiencing persistent sadness, loss of interest, fatigue, sleep problems",Depression,Regular exercise | Support groups | Psychotherapy | Antidepressant medications,Venlafaxine 150mg | Fluoxetine 40mg | Mirtazapine 30mg,Manage stress | Regular exercise | Get adequate sleep,Severe,All Ages,within_week,Psychiatrist,90,4
"I feel appetite changes, persistent sadness, fatigue, sleep problems",Depression,Regular exercise | Psychotherapy | Support groups | Antidepressant medications,Fluoxetine 40mg | Mirtazapine 30mg | Venlafaxine 150mg,Manage stress | Regular exercise | Maintain social connections,Severe,All Ages,within_week,Psychiatrist,90,4
"I have been having loss of interest, sleep problems, persistent sadness, appetite changes, fatigue for a few days",Depression,Psychotherapy | Regular exercise | Antidepressant medications | Support groups,Sertraline 100mg | Venlafaxine 150mg | Fluoxetine 40mg,Regular exercise | Get adequate sleep | Manage stress,Severe,Adult,within_week,Psychiatrist,91,5
"I have been having appetite changes, loss of interest, persistent sadness, fatigue for a few days",Depression,Regular exercise | Antidepressant medications | Support groups | Psychotherapy,Venlafaxine 150mg | Mirtazapine 30mg | Sertraline 100mg,Maintain social connections | Get adequate sleep | Manage stress,Moderate,Elderly,within_week,Psychiatrist,85,4
"I've noticed sleep problems, appetite changes, loss of interest recently",Depression,Regular exercise | Psychotherapy | Support groups | Antidepressant medications,Mirtazapine 30mg | Fluoxetine 40mg | Venlafaxine 150mg,Maintain social connections | Manage stress | Get adequate sleep,Mild,Elderly,within_week,Psychiatrist,87,3
"I am experiencing appetite changes, loss of interest, persistent sadness, fatigue, sleep problems",Depression,Support groups | Psychotherapy | Regular exercise | Antidepressant medications,Venlafaxine 150mg | Fluoxetine 40mg | Sertraline 100mg,Maintain social connections | Get adequate sleep | Regular exercise,Severe,Adult,within_week,Psychiatrist,95,5
"I am experiencing fatigue, sleep problems, restlessness, muscle tension, panic attacks",Anxiety Disorder,Relaxation techniques | Anti-anxiety medications | Lifestyle changes | Psychotherapy,Lorazepam 1mg | Diazepam 5mg | Buspirone 15mg,Limit caffeine | Regular exercise | Manage stress,Severe,Elderly,within_week,Psychiatrist,93,5
"I have been having sleep problems, muscle tension, restlessness, fatigue for a few days",Anxiety Disorder,Psychotherapy | Lifestyle changes | Relaxation techniques | Anti-anxiety medications,Escitalopram 10mg | Diazepam 5mg | Buspirone 15mg,Limit caffeine | Practice relaxation | Regular exercise,Severe,All Ages,within_week,Psychiatrist,89,4
"I'm suffering from panic attacks, muscle tension, sleep problems, excessive worry, fatigue",Anxiety Disorder,Psychotherapy | Lifestyle changes | Relaxation techniques | Anti-anxiety medications,Lorazepam 1mg | Escitalopram 10mg | Buspirone 15mg,Practice relaxation | Regular exercise | Manage stress,Severe,Elderly,within_week,Psychiatrist,95,5
"I'm suffering from panic attacks, restlessness, excessive worry, fatigue, muscle tension",Anxiety Disorder,Psychotherapy | Anti-anxiety medications | Relaxation techniques | Lifestyle changes,Lorazepam 1mg | Buspirone 15mg | Diazepam 5mg,Limit caffeine | Regular exercise | Manage stress,Severe,Adult,within_week,Psychiatrist,95,5
"I have been having fatigue, muscle tension, sleep problems, excessive worry for a few days",Anxiety Disorder,Anti-anxiety medications | Relaxation techniques | Lifestyle changes | Psychotherapy,Buspirone 15mg | Diazepam 5mg | Lorazepam 1mg,Limit caffeine | Practice relaxation | Regular exercise,Severe,Adult,within_week,Psychiatrist,85,4
"I'm suffering from panic attacks, fatigue, sleep problems, excessive worry, muscle tension",Anxiety Disorder,Relaxation techniques | Anti-anxiety medications | Psychotherapy | Lifestyle changes,Diazepam 5mg | Escitalopram 10mg | Lorazepam 1mg,Limit caffeine | Practice relaxation | Regular exercise,Moderate,Elderly,within_week,Psychiatrist,91,5
"I feel excessive worry, muscle tension, restlessness, sleep problems",Anxiety Disorder,Anti-anxiety medications | Relaxation techniques | Lifestyle changes | Psychotherapy,Lorazepam 1mg | Diazepam 5mg | Buspirone 15mg,Regular exercise | Manage stress | Practice relaxation,Moderate,All Ages,within_week,Psychiatrist,85,4
"I'm suffering from restlessness, panic attacks, fatigue, sleep problems, muscle tension",Anxiety Disorder,Psychotherapy | Relaxation techniques | Lifestyle changes | Anti-anxiety medications,Lorazepam 1mg | Diazepam 5mg | Escitalopram 10mg,Manage stress | Practice relaxation | Regular exercise,Severe,Child,within_week,Psychiatrist,91,5
"I'm suffering from muscle tension, excessive worry, sleep problems, fatigue",Anxiety Disorder,Relaxation techniques | Lifestyle changes | Psychotherapy | Anti-anxiety medications,Diazepam 5mg | Lorazepam 1mg | Buspirone 15mg,Limit caffeine | Practice relaxation | Regular exercise,Moderate,Child,within_week,Psychiatrist,95,4
"I am experiencing restlessness, panic attacks, fatigue, excessive worry",Anxiety Disorder,Psychotherapy | Lifestyle changes | Anti-anxiety medications | Relaxation techniques,Escitalopram 10mg | Lorazepam 1mg | Diazepam 5mg,Regular exercise | Manage stress | Limit caffeine,Severe,Elderly,within_week,Psychiatrist,94,4
"I am experiencing muscle tension, excessive worry, restlessness, sleep problems, panic attacks",Anxiety Disorder,Lifestyle changes | Psychotherapy | Relaxation techniques | Anti-anxiety medications,Buspirone 15mg | Lorazepam 1mg | Diazepam 5mg,Limit caffeine | Regular exercise | Practice relaxation,Severe,Child,within_week,Psychiatrist,95,5
"I feel sleep problems, restlessness, excessive worry, fatigue",Anxiety Disorder,Lifestyle changes | Anti-anxiety medications | Relaxation techniques | Psychotherapy,Diazepam 5mg | Lorazepam 1mg | Escitalopram 10mg,Limit caffeine | Regular exercise | Practice relaxation,Moderate,Elderly,within_week,Psychiatrist,90,4
"I feel muscle tension, panic attacks, excessive worry, sleep problems",Anxiety Disorder,Relaxation techniques | Anti-anxiety medications | Lifestyle changes | Psychotherapy,Escitalopram 10mg | Diazepam 5mg | Lorazepam 1mg,Manage stress | Regular exercise | Practice relaxation,Moderate,Child,within_week,Psychiatrist,95,4
"I feel sleep problems, muscle tension, panic attacks, fatigue",Anxiety Disorder,Anti-anxiety medications | Relaxation techniques | Psychotherapy | Lifestyle changes,Buspirone 15mg | Lorazepam 1mg | Diazepam 5mg,Regular exercise | Limit caffeine | Practice relaxation,Moderate,Elderly,within_week,Psychiatrist,95,4
"I've noticed panic attacks, restlessness, sleep problems, fatigue, excessive worry recently",Anxiety Disorder,Psychotherapy | Relaxation techniques | Anti-anxiety medications | Lifestyle changes,Lorazepam 1mg | Diazepam 5mg | Buspirone 15mg,Limit caffeine | Regular exercise | Manage stress,Severe,All Ages,within_week,Psychiatrist,93,5
"I have been having muscle tension, excessive worry, sleep problems, panic attacks for a few days",Anxiety Disorder,Psychotherapy | Lifestyle changes | Relaxation techniques | Anti-anxiety medications,Escitalopram 10mg | Diazepam 5mg | Buspirone 15mg,Regular exercise | Manage stress | Practice relaxation,Severe,Elderly,within_week,Psychiatrist,94,4
"I am experiencing panic attacks, fatigue, excessive worry, sleep problems",Anxiety Disorder,Lifestyle changes | Psychotherapy | Anti-anxiety medications | Relaxation techniques,Escitalopram 10mg | Buspirone 15mg | Lorazepam 1mg,Manage stress | Limit caffeine | Regular exercise,Severe,Elderly,within_week,Psychiatrist,88,4
"I'm suffering from restlessness, muscle tension, sleep problems",Anxiety Disorder,Lifestyle changes | Anti-anxiety medications | Relaxation techniques | Psychotherapy,Diazepam 5mg | Buspirone 15mg | Lorazepam 1mg,Regular exercise | Limit caffeine | Practice relaxation,Moderate,All Ages,within_week,Psychiatrist,91,3
"I am experiencing fatigue, restlessness, sleep problems",Anxiety Disorder,Psychotherapy | Lifestyle changes | Anti-anxiety medications | Relaxation techniques,Diazepam 5mg | Lorazepam 1mg | Escitalopram 10mg,Practice relaxation | Regular exercise | Limit caffeine,Mild,All Ages,within_week,Psychiatrist,85,3
"I have been having muscle tension, sleep problems, panic attacks, restlessness, fatigue for a few days",Anxiety Disorder,Lifestyle changes | Relaxation techniques | Psychotherapy | Anti-anxiety medications,Diazepam 5mg | Escitalopram 10mg | Buspirone 15mg,Practice relaxation | Limit caffeine | Regular exercise,Severe,Child,within_week,Psychiatrist,91,5
"I am experiencing muscle tension, fatigue, excessive worry, sleep problems, restlessness",Anxiety Disorder,Relaxation techniques | Anti-anxiety medications | Psychotherapy | Lifestyle changes,Diazepam 5mg | Buspirone 15mg | Lorazepam 1mg,Limit caffeine | Practice relaxation | Manage stress,Severe,Child,within_week,Psychiatrist,95,5
"I'm suffering from muscle tension, sleep problems, panic attacks, fatigue",Anxiety Disorder,Relaxation techniques | Anti-anxiety medications | Lifestyle changes | Psychotherapy,Lorazepam 1mg | Escitalopram 10mg | Diazepam 5mg,Limit caffeine | Manage stress | Regular exercise,Severe,Child,within_week,Psychiatrist,90,4
"I am experiencing fatigue, sleep problems, excessive worry, restlessness, panic attacks",Anxiety Disorder,Psychotherapy | Anti-anxiety medications | Relaxation techniques | Lifestyle changes,Escitalopram 10mg | Diazepam 5mg | Buspirone 15mg,Manage stress | Limit caffeine | Practice relaxation,Severe,Adult,within_week,Psychiatrist,95,5
"I feel muscle tension, fatigue, restlessness, panic attacks, excessive worry",Anxiety Disorder,Psychotherapy | Anti-anxiety medications | Lifestyle changes | Relaxation techniques,Diazepam 5mg | Buspirone 15mg | Escitalopram 10mg,Practice relaxation | Manage stress | Regular exercise,Severe,Adult,within_week,Psychiatrist,95,5
"I am experiencing panic attacks, fatigue, excessive worry, sleep problems, restlessness",Anxiety Disorder,Anti-anxiety medications | Lifestyle changes | Relaxation techniques | Psychotherapy,Escitalopram 10mg | Diazepam 5mg | Lorazepam 1mg,Practice relaxation | Limit caffeine | Regular exercise,Moderate,Elderly,within_week,Psychiatrist,95,5
"I'm suffering from sleep problems, muscle tension, excessive worry",Anxiety Disorder,Lifestyle changes | Relaxation techniques | Anti-anxiety medications | Psychotherapy,Lorazepam 1mg | Escitalopram 10mg | Diazepam 5mg,Practice relaxation | Limit caffeine | Regular exercise,Moderate,Elderly,within_week,Psychiatrist,90,3
"I have been having excessive worry, fatigue, muscle tension, restlessness for a few days",Anxiety Disorder,Anti-anxiety medications | Relaxation techniques | Lifestyle changes | Psychotherapy,Escitalopram 10mg | Buspirone 15mg | Lorazepam 1mg,Manage stress | Practice relaxation | Limit caffeine,Severe,Child,within_week,Psychiatrist,95,4
"I'm suffering from excessive worry, muscle tension, fatigue, panic attacks, restlessness",Anxiety Disorder,Psychotherapy | Lifestyle changes | Relaxation techniques | Anti-anxiety medications,Diazepam 5mg | Escitalopram 10mg | Lorazepam 1mg,Manage stress | Practice relaxation | Limit caffeine,Severe,Adult,within_week,Psychiatrist,95,5
"I'm suffering from panic attacks, restlessness, fatigue",Anxiety Disorder,Psychotherapy | Relaxation techniques | Anti-anxiety medications | Lifestyle changes,Buspirone 15mg | Escitalopram 10mg | Diazepam 5mg,Limit caffeine | Manage stress | Practice relaxation,Moderate,Child,within_week,Psychiatrist,88,3
"I'm suffering from muscle tension, fatigue, excessive worry, restlessness",Anxiety Disorder,Lifestyle changes | Psychotherapy | Anti-anxiety medications | Relaxation techniques,Buspirone 15mg | Lorazepam 1mg | Diazepam 5mg,Manage stress | Practice relaxation | Regular exercise,Moderate,Child,within_week,Psychiatrist,91,4
"I am experiencing swelling, joint pain, reduced range of motion, joint tenderness",Arthritis,Joint protection | Physical therapy | Anti-inflammatory medications | Exercise,Naproxen 500mg | Celecoxib 200mg | Ibuprofen 600mg,Maintain healthy weight | Protect joints | Regular exercise,Severe,Adult,within_week,Rheumatologist,93,4
"I feel swelling, reduced range of motion, joint tenderness, joint pain, stiffness",Arthritis,Exercise | Joint protection | Anti-inflammatory medications | Physical therapy,Ibuprofen 600mg | Naproxen 500mg | Celecoxib 200mg,Maintain healthy weight | Protect joints | Regular exercise,Severe,Elderly,within_week,Rheumatologist,95,5
"I am experiencing joint pain, joint tenderness, stiffness, swelling",Arthritis,Joint protection | Exercise | Anti-inflammatory medications | Physical therapy,Ibuprofen 600mg | Naproxen 500mg | Methotrexate 15mg,Protect joints | Healthy diet | Regular exercise,Severe,Elderly,within_week,Rheumatologist,88,4
"I have been having joint pain, reduced range of motion, swelling, joint tenderness for a few days",Arthritis,Physical therapy | Anti-inflammatory medications | Joint protection | Exercise,Methotrexate 15mg | Ibuprofen 600mg | Naproxen 500mg,Healthy diet | Protect joints | Regular exercise,Moderate,Child,within_week,Rheumatologist,85,4
"I feel joint pain, swelling, reduced range of motion, joint tenderness",Arthritis,Physical therapy | Joint protection | Exercise | Anti-inflammatory medications,Naproxen 500mg | Ibuprofen 600mg | Celecoxib 200mg,Regular exercise | Healthy diet | Maintain healthy weight,Moderate,Child,within_week,Rheumatologist,95,4
"I am experiencing stiffness, joint pain, reduced range of motion",Arthritis,Anti-inflammatory medications | Physical therapy | Exercise | Joint protection,Ibuprofen 600mg | Methotrexate 15mg | Naproxen 500mg,Regular exercise | Maintain healthy weight | Protect joints,Moderate,Elderly,within_week,Rheumatologist,93,3
"I have been having reduced range of motion, swelling, joint pain, joint tenderness, stiffness for a few days",Arthritis,Physical therapy | Exercise | Anti-inflammatory medications | Joint protection,Celecoxib 200mg | Ibuprofen 600mg | Naproxen 500mg,Regular exercise | Protect joints | Healthy diet,Moderate,All Ages,within_week,Rheumatologist,95,5
"I am experiencing joint tenderness, joint pain, reduced range of motion",Arthritis,Exercise | Anti-inflammatory medications | Joint protection | Physical therapy,Ibuprofen 600mg | Methotrexate 15mg | Celecoxib 200mg,Regular exercise | Maintain healthy weight | Healthy diet,Moderate,All Ages,within_week,Rheumatologist,93,3
"I feel stiffness, joint tenderness, joint pain, reduced range of motion, swelling",Arthritis,Physical therapy | Joint protection | Anti-inflammatory medications | Exercise,Methotrexate 15mg | Celecoxib 200mg | Ibuprofen 600mg,Protect joints | Regular exercise | Healthy diet,Severe,Adult,within_week,Rheumatologist,90,5
"I'm suffering from joint pain, joint tenderness, swelling",Arthritis,Physical therapy | Exercise | Anti-inflammatory medications | Joint protection,Ibuprofen 600mg | Methotrexate 15mg | Celecoxib 200mg,Regular exercise | Protect joints | Healthy diet,Moderate,Adult,within_week,Rheumatologist,95,3
"I'm suffering from joint pain, joint tenderness, swelling",Arthritis,Physical therapy | Exercise | Joint protection | Anti-inflammatory medications,Methotrexate 15mg | Ibuprofen 600mg | Celecoxib 200mg,Maintain healthy weight | Protect joints | Healthy diet,Moderate,Child,within_week,Rheumatologist,85,3
"I feel joint tenderness, joint pain, reduced range of motion, swelling",Arthritis,Joint protection | Physical therapy | Anti-inflammatory medications | Exercise,Naproxen 500mg | Ibuprofen 600mg | Methotrexate 15mg,Regular exercise | Maintain healthy weight | Protect joints,Severe,Adult,within_week,Rheumatologist,95,4
"I am experiencing stiffness, joint pain, joint tenderness, swelling",Arthritis,Physical therapy | Anti-inflammatory medications | Exercise | Joint protection,Methotrexate 15mg | Naproxen 500mg | Ibuprofen 600mg,Healthy diet | Protect joints | Maintain healthy weight,Severe,Elderly,within_week,Rheumatologist,95,4
"I've noticed swelling, stiffness, joint pain recently",Arthritis,Joint protection | Anti-inflammatory medications | Exercise | Physical therapy,Methotrexate 15mg | Naproxen 500mg | Ibuprofen 600mg,Protect joints | Maintain healthy weight | Regular exercise,Mild,Adult,within_week,Rheumatologist,85,3
"I have been having joint tenderness, stiffness, joint pain, reduced range of motion, swelling for a few days",Arthritis,Exercise | Physical therapy | Joint protection | Anti-inflammatory medications,Methotrexate 15mg | Celecoxib 200mg | Ibuprofen 600mg,Regular exercise | Healthy diet | Protect joints,Severe,Adult,within_week,Rheumatologist,95,5
"I've noticed joint pain, reduced range of motion, joint tenderness, swelling, stiffness recently",Arthritis,Exercise | Joint protection | Physical therapy | Anti-inflammatory medications,Ibuprofen 600mg | Naproxen 500mg | Celecoxib 200mg,Regular exercise | Maintain healthy weight | Protect joints,Moderate,Adult,within_week,Rheumatologist,95,5
"I am experiencing swelling, joint tenderness, joint pain",Arthritis,Exercise | Joint protection | Physical therapy | Anti-inflammatory medications,Methotrexate 15mg | Celecoxib 200mg | Ibuprofen 600mg,Healthy diet | Regular exercise | Maintain healthy weight,Mild,Adult,within_week,Rheumatologist,92,3
"I feel reduced range of motion, joint pain, swelling, joint tenderness",Arthritis,Anti-inflammatory medications | Physical therapy | Joint protection | Exercise,Naproxen 500mg | Celecoxib 200mg | Ibuprofen 600mg,Protect joints | Healthy diet | Maintain healthy weight,Severe,Child,within_week,Rheumatologist,95,4
"I've noticed reduced range of motion, swelling, stiffness recently",Arthritis,Joint protection | Physical therapy | Anti-inflammatory medications | Exercise,Naproxen 500mg | Ibuprofen 600mg | Methotrexate 15mg,Regular exercise | Protect joints | Maintain healthy weight,Mild,Adult,within_week,Rheumatologist,95,3
"I'm suffering from stiffness, swelling, joint tenderness, reduced range of motion, joint pain",Arthritis,Anti-inflammatory medications | Physical therapy | Joint protection | Exercise,Methotrexate 15mg | Celecoxib 200mg | Ibuprofen 600mg,Healthy diet | Protect joints | Regular exercise,Moderate,Elderly,within_week,Rheumatologist,95,5
"I feel joint pain, stiffness, reduced range of motion, joint tenderness, swelling",Arthritis,Joint protection | Anti-inflammatory medications | Exercise | Physical therapy,Celecoxib 200mg | Ibuprofen 600mg | Methotrexate 15mg,Healthy diet | Maintain healthy weight | Protect joints,Severe,Elderly,within_week,Rheumatologist,90,5
"I feel joint tenderness, stiffness, reduced range of motion, swelling",Arthritis,Anti-inflammatory medications | Physical therapy | Exercise | Joint protection,Ibuprofen 600mg | Methotrexate 15mg | Naproxen 500mg,Healthy diet | Protect joints | Regular exercise,Severe,All Ages,within_week,Rheumatologist,95,4
"I'm suffering from joint tenderness, reduced range of motion, stiffness, swelling, joint pain",Arthritis,Joint protection | Anti-inflammatory medications | Physical therapy | Exercise,Celecoxib 200mg | Ibuprofen 600mg | Methotrexate 15mg,Protect joints | Regular exercise | Healthy diet,Severe,Adult,within_week,Rheumatologist,95,5
"I have been having joint tenderness, swelling, joint pain, reduced range of motion, stiffness for a few days",Arthritis,Anti-inflammatory medications | Exercise | Physical therapy | Joint protection,Methotrexate 15mg | Naproxen 500mg | Celecoxib 200mg,Regular exercise | Maintain healthy weight | Protect joints,Severe,Elderly,within_week,Rheumatologist,95,5
"I have been having swelling, reduced range of motion, joint tenderness for a few days",Arthritis,Joint protection | Anti-inflammatory medications | Exercise | Physical therapy,Methotrexate 15mg | Ibuprofen 600mg | Naproxen 500mg,Protect joints | Maintain healthy weight | Healthy diet,Moderate,Elderly,within_week,Rheumatologist,90,3
"I'm suffering from swelling, stiffness, joint tenderness, reduced range of motion",Arthritis,Exercise | Anti-inflammatory medications | Joint protection | Physical therapy,Celecoxib 200mg | Ibuprofen 600mg | Naproxen 500mg,Regular exercise | Healthy diet | Protect joints,Moderate,Elderly,within_week,Rheumatologist,87,4
"I've noticed joint tenderness, stiffness, swelling recently",Arthritis,Joint protection | Anti-inflammatory medications | Exercise | Physical therapy,Methotrexate 15mg | Celecoxib 200mg | Ibuprofen 600mg,Healthy diet | Maintain healthy weight | Regular exercise,Moderate,Child,within_week,Rheumatologist,90,3
"I feel swelling, reduced range of motion, joint pain, stiffness, joint tenderness",Arthritis,Anti-inflammatory medications | Physical therapy | Joint protection | Exercise,Celecoxib 200mg | Naproxen 500mg | Ibuprofen 600mg,Regular exercise | Protect joints | Healthy diet,Severe,All Ages,within_week,Rheumatologist,95,5
"I have been having stiffness, reduced range of motion, swelling, joint tenderness for a few days",Arthritis,Anti-inflammatory medications | Exercise | Joint protection | Physical therapy,Methotrexate 15mg | Celecoxib 200mg | Naproxen 500mg,Maintain healthy weight | Protect joints | Regular exercise,Severe,Child,within_week,Rheumatologist,87,4
"I've noticed swelling, reduced range of motion, joint pain, stiffness recently",Arthritis,Physical therapy | Anti-inflammatory medications | Exercise | Joint protection,Methotrexate 15mg | Ibuprofen 600mg | Naproxen 500mg,Protect joints | Regular exercise | Healthy diet,Moderate,Child,within_week,Rheumatologist,92,4
"I feel nausea, vomiting, loss of appetite",Gastritis,Avoid irritating foods | Proton pump inhibitors | Antacids | Small frequent meals,Ranitidine 150mg | Omeprazole 20mg | Sucralfate 1g,Manage stress | Limit alcohol | Avoid spicy foods,Mild,All Ages,within_week,Gastroenterologist,91,3
"I'm suffering from indigestion, vomiting, bloating, loss of appetite, stomach pain",Gastritis,Antacids | Proton pump inhibitors | Small frequent meals | Avoid irritating foods,Ranitidine 150mg | Antacid tablets | Sucralfate 1g,Limit alcohol | Avoid NSAIDs | Avoid spicy foods,Severe,Elderly,within_week,Gastroenterologist,91,5
"I'm suffering from indigestion, vomiting, stomach pain, nausea",Gastritis,Antacids | Avoid irritating foods | Small frequent meals | Proton pump inhibitors,Omeprazole 20mg | Sucralfate 1g | Antacid tablets,Manage stress | Limit alcohol | Avoid NSAIDs,Severe,Elderly,within_week,Gastroenterologist,93,4
"I have been having loss of appetite, bloating, vomiting for a few days",Gastritis,Proton pump inhibitors | Avoid irritating foods | Small frequent meals | Antacids,Antacid tablets | Ranitidine 150mg | Sucralfate 1g,Limit alcohol | Avoid spicy foods | Manage stress,Mild,Adult,within_week,Gastroenterologist,84,3
